X1,X2,X3,Y1,X1:1,X2:1,X3:1,Y1:1
-0.12463702034434246,0.6265619575672248,0.2711809564412645,0.357390306782108,-0.3371963114303425,0.49688608410680773,0.43378240196981155,0.0679139449070418
0.3292820873174245,0.3307552407818647,0.7971850218024349,0.17661892547914998,-0.12463702034434246,0.6265619575672248,0.2711809564412645,0.357390306782108
0.08916326861624561,0.5931739637992675,0.24767472959623818,-0.27646665689572014,0.3292820873174245,0.3307552407818647,0.7971850218024349,0.17661892547914998
0.27550359293003374,0.37741918368735544,0.3083461464716719,-0.23279196519768133,0.08916326861624561,0.5931739637992675,0.24767472959623818,-0.27646665689572014
-0.044233069023347255,0.15610572414141274,0.028097730332989568,0.5984911971746002,0.27550359293003374,0.37741918368735544,0.3083461464716719,-0.23279196519768133
0.35884351624700367,0.33570027202215824,0.294558688470801,0.14410180688122454,-0.044233069023347255,0.15610572414141274,0.028097730332989568,0.5984911971746002
0.39985588325917554,0.22509795007282646,0.3428175094272976,-0.026369397576140097,0.35884351624700367,0.33570027202215824,0.294558688470801,0.14410180688122454
0.15605502484502473,0.3702020804083046,0.15877214230454648,0.1625863028937562,0.39985588325917554,0.22509795007282646,0.3428175094272976,-0.026369397576140097
0.5118702815943411,0.39161293120253277,-0.013076561306374274,0.11274787551406612,0.15605502484502473,0.3702020804083046,0.15877214230454648,0.1625863028937562
0.3339796713644885,0.28168253247521136,0.2658725244839375,0.3607131487993817,0.5118702815943411,0.39161293120253277,-0.013076561306374274,0.11274787551406612
-0.08314583132630332,0.47172294084221555,0.158941461288262,-0.20802342505904486,0.3339796713644885,0.28168253247521136,0.2658725244839375,0.3607131487993817
0.33719216846361527,0.5489481805173557,-0.1275987847131001,-0.18596737217495965,-0.08314583132630332,0.47172294084221555,0.158941461288262,-0.20802342505904486
-0.007545014892609114,0.426465752037637,-0.13411898760581742,0.16074993407621566,0.33719216846361527,0.5489481805173557,-0.1275987847131001,-0.18596737217495965
0.4634853213852615,0.5377541116740623,0.4087349194612254,-0.028196009863736632,-0.007545014892609114,0.426465752037637,-0.13411898760581742,0.16074993407621566
0.24464979406509424,0.43454030818516476,-0.47014173300213463,0.40377068713071196,0.4634853213852615,0.5377541116740623,0.4087349194612254,-0.028196009863736632
0.16651552298992894,0.09868518019331213,0.3068925376952277,-0.36889968065103673,0.24464979406509424,0.43454030818516476,-0.47014173300213463,0.40377068713071196
-0.10381520417057952,0.37542528438301814,-0.04127193892579051,0.24812192019642765,0.16651552298992894,0.09868518019331213,0.3068925376952277,-0.36889968065103673
0.5407940094878335,0.18680625626484804,0.6039699186217409,0.3087752603139426,-0.10381520417057952,0.37542528438301814,-0.04127193892579051,0.24812192019642765
