X1,X2,X3,X4,X5,Y1,X1:1,X2:1,X3:1,X4:1,X5:1,Y1:1,X1:2,X2:2,X3:2,X4:2,X5:2,Y1:2,X1:3,X2:3,X3:3,X4:3,X5:3,Y1:3
-0.3329243427022422,0.1432840911080486,-0.7515422387311865,-0.8882060736885045,-0.04011070558890675,0.42845870551479537,-0.33068703354320705,-0.11402415774621304,-0.12262475499823758,-1.1571761285843776,-0.1498307119491275,0.5952904035120596,-0.7473403471323415,-0.10656819386172546,-0.49224634936324996,-1.418764849425508,-0.08289075068424369,0.36522612214672956,-0.5306782341342211,0.06388776920695834,-0.5978664381547039,-1.0328489819595585,-0.1920255234667243,0.08648702327038094
-0.4426119669191301,0.0890382186277866,-0.018996547962662855,-1.0170095232974576,-0.3322244459540747,0.4832441413037073,-0.3329243427022422,0.1432840911080486,-0.7515422387311865,-0.8882060736885045,-0.04011070558890675,0.42845870551479537,-0.33068703354320705,-0.11402415774621304,-0.12262475499823758,-1.1571761285843776,-0.1498307119491275,0.5952904035120596,-0.7473403471323415,-0.10656819386172546,-0.49224634936324996,-1.418764849425508,-0.08289075068424369,0.36522612214672956
-0.2824002956223982,0.0633788200889733,-0.2263002549039998,-1.1252743443452156,-0.09030440472348902,0.6845875719842125,-0.4426119669191301,0.0890382186277866,-0.018996547962662855,-1.0170095232974576,-0.3322244459540747,0.4832441413037073,-0.3329243427022422,0.1432840911080486,-0.7515422387311865,-0.8882060736885045,-0.04011070558890675,0.42845870551479537,-0.33068703354320705,-0.11402415774621304,-0.12262475499823758,-1.1571761285843776,-0.1498307119491275,0.5952904035120596
-0.32146899855881905,0.03370547456598465,0.2323026050160883,-1.1325373533498817,-0.026047496165189477,0.21052868538208797,-0.2824002956223982,0.0633788200889733,-0.2263002549039998,-1.1252743443452156,-0.09030440472348902,0.6845875719842125,-0.4426119669191301,0.0890382186277866,-0.018996547962662855,-1.0170095232974576,-0.3322244459540747,0.4832441413037073,-0.3329243427022422,0.1432840911080486,-0.7515422387311865,-0.8882060736885045,-0.04011070558890675,0.42845870551479537
-0.7387040812251633,0.09613756011952221,-0.21111612950912728,-1.2992524904468796,0.07799378173987297,0.44060619440634347,-0.32146899855881905,0.03370547456598465,0.2323026050160883,-1.1325373533498817,-0.026047496165189477,0.21052868538208797,-0.2824002956223982,0.0633788200889733,-0.2263002549039998,-1.1252743443452156,-0.09030440472348902,0.6845875719842125,-0.4426119669191301,0.0890382186277866,-0.018996547962662855,-1.0170095232974576,-0.3322244459540747,0.4832441413037073
-0.3014392763516785,-0.6794037673268262,-0.040760536970130906,-1.2454961704139593,-0.07560574224557953,0.49513702378521485,-0.7387040812251633,0.09613756011952221,-0.21111612950912728,-1.2992524904468796,0.07799378173987297,0.44060619440634347,-0.32146899855881905,0.03370547456598465,0.2323026050160883,-1.1325373533498817,-0.026047496165189477,0.21052868538208797,-0.2824002956223982,0.0633788200889733,-0.2263002549039998,-1.1252743443452156,-0.09030440472348902,0.6845875719842125
-0.7672247197893445,-0.17633794657869772,-0.38398280888996084,-0.8496621483530065,-0.22831344876443735,0.2668278077594798,-0.3014392763516785,-0.6794037673268262,-0.040760536970130906,-1.2454961704139593,-0.07560574224557953,0.49513702378521485,-0.7387040812251633,0.09613756011952221,-0.21111612950912728,-1.2992524904468796,0.07799378173987297,0.44060619440634347,-0.32146899855881905,0.03370547456598465,0.2323026050160883,-1.1325373533498817,-0.026047496165189477,0.21052868538208797
-0.1929594866641855,-0.5351964907532383,-0.2541828268202168,-1.1997878592056386,-0.11270995757754045,0.38528812357201075,-0.7672247197893445,-0.17633794657869772,-0.38398280888996084,-0.8496621483530065,-0.22831344876443735,0.2668278077594798,-0.3014392763516785,-0.6794037673268262,-0.040760536970130906,-1.2454961704139593,-0.07560574224557953,0.49513702378521485,-0.7387040812251633,0.09613756011952221,-0.21111612950912728,-1.2992524904468796,0.07799378173987297,0.44060619440634347
-0.5454347490941763,-0.0663335806451905,-0.04568533178708856,-1.2705693548064358,-0.07057343892849915,0.3389150364231344,-0.1929594866641855,-0.5351964907532383,-0.2541828268202168,-1.1997878592056386,-0.11270995757754045,0.38528812357201075,-0.7672247197893445,-0.17633794657869772,-0.38398280888996084,-0.8496621483530065,-0.22831344876443735,0.2668278077594798,-0.3014392763516785,-0.6794037673268262,-0.040760536970130906,-1.2454961704139593,-0.07560574224557953,0.49513702378521485
-0.5579087039094561,0.009173082429442763,-0.29571732603028716,-1.2479840197938663,-0.015321517243710532,0.4843545004979829,-0.5454347490941763,-0.0663335806451905,-0.04568533178708856,-1.2705693548064358,-0.07057343892849915,0.3389150364231344,-0.1929594866641855,-0.5351964907532383,-0.2541828268202168,-1.1997878592056386,-0.11270995757754045,0.38528812357201075,-0.7672247197893445,-0.17633794657869772,-0.38398280888996084,-0.8496621483530065,-0.22831344876443735,0.2668278077594798
