X1,X10,X11,X12,X13,X14,X15,X2,X3,X4,X5,X6,X7,X8,X9,Y1,X1:1,X10:1,X11:1,X12:1,X13:1,X14:1,X15:1,X2:1,X3:1,X4:1,X5:1,X6:1,X7:1,X8:1,X9:1,Y1:1,X1:2,X10:2,X11:2,X12:2,X13:2,X14:2,X15:2,X2:2,X3:2,X4:2,X5:2,X6:2,X7:2,X8:2,X9:2,Y1:2,X1:3,X10:3,X11:3,X12:3,X13:3,X14:3,X15:3,X2:3,X3:3,X4:3,X5:3,X6:3,X7:3,X8:3,X9:3,Y1:3
-0.37682508972551326,0.8815173114167391,0.00796874479835169,-0.07753932504702604,1.155621989811729,-0.010606990669118008,-0.03487330488276546,-0.5760016546771948,-0.2511547546353551,0.2596576263824732,0.18019634531850298,-0.42035176105898286,0.8578268013453758,-1.3352300925219474,0.8737494559011653,-0.09015488852889217,-0.28012147673757937,1.290879436097628,0.059419503501712656,0.371639368038679,1.0376981883108702,-0.2596448977366941,0.05905657663740549,-0.25029642450454764,-0.1647406575072463,0.05620435254438782,0.1918554885294821,0.07603149313783267,0.0007151081584302332,-1.1158819580412496,1.0523675236317023,-0.38606884155573634,-0.7694720012425827,0.9586455161590185,-0.5446151527278532,-0.07559196015666464,1.0942998296730002,0.11130208927836276,-0.07190413126660766,-0.7824723583276083,0.19162754145386077,-0.16510244419782358,0.24594579261865368,-0.3695865305282048,-0.47533117439313766,-1.078238276250678,0.8963928706020439,0.0513919679003228,-0.45681411507258857,1.073432692740801,-0.5629909109765039,-0.13405848751387345,0.6502730123829539,0.3049121097141105,-0.2208719895961961,-0.4820202852703653,0.32756925194423914,0.12745863351711373,0.3040876699788986,-0.4535570120080463,0.268588078543873,-1.6224856535462842,0.9507559504873871,-0.0680546942271979
-0.6063174873396662,0.6180464510472127,-0.8348527132805288,-0.1409434401242904,0.9131109179060813,0.14914251789084143,-0.4241393169084652,-0.9044683209724851,0.17278375526442363,0.16088915637254914,0.3283200471476855,-0.45754171625568263,-0.5454686687484696,-0.8946778834266416,0.8805779482728295,0.0773476263153337,-0.37682508972551326,0.8815173114167391,0.00796874479835169,-0.07753932504702604,1.155621989811729,-0.010606990669118008,-0.03487330488276546,-0.5760016546771948,-0.2511547546353551,0.2596576263824732,0.18019634531850298,-0.42035176105898286,0.8578268013453758,-1.3352300925219474,0.8737494559011653,-0.09015488852889217,-0.28012147673757937,1.290879436097628,0.059419503501712656,0.371639368038679,1.0376981883108702,-0.2596448977366941,0.05905657663740549,-0.25029642450454764,-0.1647406575072463,0.05620435254438782,0.1918554885294821,0.07603149313783267,0.0007151081584302332,-1.1158819580412496,1.0523675236317023,-0.38606884155573634,-0.7694720012425827,0.9586455161590185,-0.5446151527278532,-0.07559196015666464,1.0942998296730002,0.11130208927836276,-0.07190413126660766,-0.7824723583276083,0.19162754145386077,-0.16510244419782358,0.24594579261865368,-0.3695865305282048,-0.47533117439313766,-1.078238276250678,0.8963928706020439,0.0513919679003228
-0.20196199798213,0.8753897361751756,-0.6972768979903116,0.47753435747162876,0.42305327657686925,0.008919430364373648,-0.13604783162324632,0.09117585590400662,0.16320122795555317,0.3215228599414003,0.22797331928343886,-0.27981025785693087,0.11019133156818067,-1.189150217872067,1.6883635744985477,-0.25618029656766,-0.6063174873396662,0.6180464510472127,-0.8348527132805288,-0.1409434401242904,0.9131109179060813,0.14914251789084143,-0.4241393169084652,-0.9044683209724851,0.17278375526442363,0.16088915637254914,0.3283200471476855,-0.45754171625568263,-0.5454686687484696,-0.8946778834266416,0.8805779482728295,0.0773476263153337,-0.37682508972551326,0.8815173114167391,0.00796874479835169,-0.07753932504702604,1.155621989811729,-0.010606990669118008,-0.03487330488276546,-0.5760016546771948,-0.2511547546353551,0.2596576263824732,0.18019634531850298,-0.42035176105898286,0.8578268013453758,-1.3352300925219474,0.8737494559011653,-0.09015488852889217,-0.28012147673757937,1.290879436097628,0.059419503501712656,0.371639368038679,1.0376981883108702,-0.2596448977366941,0.05905657663740549,-0.25029642450454764,-0.1647406575072463,0.05620435254438782,0.1918554885294821,0.07603149313783267,0.0007151081584302332,-1.1158819580412496,1.0523675236317023,-0.38606884155573634
-0.6231962041515572,1.019210346897473,-0.7177606916622654,0.5938695626391108,1.2619337757989986,-0.04816162561905755,-0.1801580417794492,0.2643694611608802,0.048669452117068066,-0.19173277707585598,0.14015559273607975,-0.23747561185910376,-0.05431075019453979,-1.108951680995358,1.1360318505673812,0.142889848306666,-0.20196199798213,0.8753897361751756,-0.6972768979903116,0.47753435747162876,0.42305327657686925,0.008919430364373648,-0.13604783162324632,0.09117585590400662,0.16320122795555317,0.3215228599414003,0.22797331928343886,-0.27981025785693087,0.11019133156818067,-1.189150217872067,1.6883635744985477,-0.25618029656766,-0.6063174873396662,0.6180464510472127,-0.8348527132805288,-0.1409434401242904,0.9131109179060813,0.14914251789084143,-0.4241393169084652,-0.9044683209724851,0.17278375526442363,0.16088915637254914,0.3283200471476855,-0.45754171625568263,-0.5454686687484696,-0.8946778834266416,0.8805779482728295,0.0773476263153337,-0.37682508972551326,0.8815173114167391,0.00796874479835169,-0.07753932504702604,1.155621989811729,-0.010606990669118008,-0.03487330488276546,-0.5760016546771948,-0.2511547546353551,0.2596576263824732,0.18019634531850298,-0.42035176105898286,0.8578268013453758,-1.3352300925219474,0.8737494559011653,-0.09015488852889217
-0.9473918646739102,1.2952122312266459,-0.5833292638356905,0.44125952739984253,0.8501136012091017,0.05693836261269382,-0.21877535013362576,-0.16307170898257767,0.01473473248633755,0.00821734417550922,0.40698837927094766,-0.1746851487553751,0.6109548562958982,-1.3270509534167714,0.9291260163204061,0.03694593344416164,-0.6231962041515572,1.019210346897473,-0.7177606916622654,0.5938695626391108,1.2619337757989986,-0.04816162561905755,-0.1801580417794492,0.2643694611608802,0.048669452117068066,-0.19173277707585598,0.14015559273607975,-0.23747561185910376,-0.05431075019453979,-1.108951680995358,1.1360318505673812,0.142889848306666,-0.20196199798213,0.8753897361751756,-0.6972768979903116,0.47753435747162876,0.42305327657686925,0.008919430364373648,-0.13604783162324632,0.09117585590400662,0.16320122795555317,0.3215228599414003,0.22797331928343886,-0.27981025785693087,0.11019133156818067,-1.189150217872067,1.6883635744985477,-0.25618029656766,-0.6063174873396662,0.6180464510472127,-0.8348527132805288,-0.1409434401242904,0.9131109179060813,0.14914251789084143,-0.4241393169084652,-0.9044683209724851,0.17278375526442363,0.16088915637254914,0.3283200471476855,-0.45754171625568263,-0.5454686687484696,-0.8946778834266416,0.8805779482728295,0.0773476263153337
-0.34789110485179003,1.1490022982592114,-0.41959135617572785,-0.5289457634716102,1.2765216208413388,0.04835835106373082,-0.1733395109818794,-0.3167342243797215,0.1555134210134676,0.007525975468865478,0.3615963129145624,-0.35391205770287976,0.19562598193040062,-1.3669878142897414,0.6688080500443785,-0.3205838549373448,-0.9473918646739102,1.2952122312266459,-0.5833292638356905,0.44125952739984253,0.8501136012091017,0.05693836261269382,-0.21877535013362576,-0.16307170898257767,0.01473473248633755,0.00821734417550922,0.40698837927094766,-0.1746851487553751,0.6109548562958982,-1.3270509534167714,0.9291260163204061,0.03694593344416164,-0.6231962041515572,1.019210346897473,-0.7177606916622654,0.5938695626391108,1.2619337757989986,-0.04816162561905755,-0.1801580417794492,0.2643694611608802,0.048669452117068066,-0.19173277707585598,0.14015559273607975,-0.23747561185910376,-0.05431075019453979,-1.108951680995358,1.1360318505673812,0.142889848306666,-0.20196199798213,0.8753897361751756,-0.6972768979903116,0.47753435747162876,0.42305327657686925,0.008919430364373648,-0.13604783162324632,0.09117585590400662,0.16320122795555317,0.3215228599414003,0.22797331928343886,-0.27981025785693087,0.11019133156818067,-1.189150217872067,1.6883635744985477,-0.25618029656766
-0.6301318113225624,1.015298631529651,-0.4215475821951403,0.3696653432697561,1.0366248206108615,-0.15106115109339974,-0.4504310954249383,-0.03964207620533783,0.35565130696519753,-0.09381025776296535,0.33511386064722826,-0.2393222732010095,0.4970613644604319,-1.3916580230834432,1.4431852372364078,-0.0335192640137027,-0.34789110485179003,1.1490022982592114,-0.41959135617572785,-0.5289457634716102,1.2765216208413388,0.04835835106373082,-0.1733395109818794,-0.3167342243797215,0.1555134210134676,0.007525975468865478,0.3615963129145624,-0.35391205770287976,0.19562598193040062,-1.3669878142897414,0.6688080500443785,-0.3205838549373448,-0.9473918646739102,1.2952122312266459,-0.5833292638356905,0.44125952739984253,0.8501136012091017,0.05693836261269382,-0.21877535013362576,-0.16307170898257767,0.01473473248633755,0.00821734417550922,0.40698837927094766,-0.1746851487553751,0.6109548562958982,-1.3270509534167714,0.9291260163204061,0.03694593344416164,-0.6231962041515572,1.019210346897473,-0.7177606916622654,0.5938695626391108,1.2619337757989986,-0.04816162561905755,-0.1801580417794492,0.2643694611608802,0.048669452117068066,-0.19173277707585598,0.14015559273607975,-0.23747561185910376,-0.05431075019453979,-1.108951680995358,1.1360318505673812,0.142889848306666
-0.3718362358216456,1.1882206923727012,-0.5977249491194628,0.1380191483227993,0.9547255072319195,-0.2934878893548113,-0.47435988159736825,-0.3071019269235397,0.02826347053619227,0.317423274210766,0.49967370831777796,-0.2501697889936216,0.558337563161653,-1.2515002591098066,1.1873548163671033,-0.14331448665616445,-0.6301318113225624,1.015298631529651,-0.4215475821951403,0.3696653432697561,1.0366248206108615,-0.15106115109339974,-0.4504310954249383,-0.03964207620533783,0.35565130696519753,-0.09381025776296535,0.33511386064722826,-0.2393222732010095,0.4970613644604319,-1.3916580230834432,1.4431852372364078,-0.0335192640137027,-0.34789110485179003,1.1490022982592114,-0.41959135617572785,-0.5289457634716102,1.2765216208413388,0.04835835106373082,-0.1733395109818794,-0.3167342243797215,0.1555134210134676,0.007525975468865478,0.3615963129145624,-0.35391205770287976,0.19562598193040062,-1.3669878142897414,0.6688080500443785,-0.3205838549373448,-0.9473918646739102,1.2952122312266459,-0.5833292638356905,0.44125952739984253,0.8501136012091017,0.05693836261269382,-0.21877535013362576,-0.16307170898257767,0.01473473248633755,0.00821734417550922,0.40698837927094766,-0.1746851487553751,0.6109548562958982,-1.3270509534167714,0.9291260163204061,0.03694593344416164
-0.6074157042707835,0.6413120908796761,-0.6780557171100665,0.24697993110939423,1.0530730321353752,-0.06736694562678056,0.08942298054001002,-0.36865702169397513,-0.07452010822334323,0.36907693714944995,0.35075823921436455,-0.36606635170230917,1.0276196699272901,-1.0947590278899133,1.0862675549735614,-0.13568567600581513,-0.3718362358216456,1.1882206923727012,-0.5977249491194628,0.1380191483227993,0.9547255072319195,-0.2934878893548113,-0.47435988159736825,-0.3071019269235397,0.02826347053619227,0.317423274210766,0.49967370831777796,-0.2501697889936216,0.558337563161653,-1.2515002591098066,1.1873548163671033,-0.14331448665616445,-0.6301318113225624,1.015298631529651,-0.4215475821951403,0.3696653432697561,1.0366248206108615,-0.15106115109339974,-0.4504310954249383,-0.03964207620533783,0.35565130696519753,-0.09381025776296535,0.33511386064722826,-0.2393222732010095,0.4970613644604319,-1.3916580230834432,1.4431852372364078,-0.0335192640137027,-0.34789110485179003,1.1490022982592114,-0.41959135617572785,-0.5289457634716102,1.2765216208413388,0.04835835106373082,-0.1733395109818794,-0.3167342243797215,0.1555134210134676,0.007525975468865478,0.3615963129145624,-0.35391205770287976,0.19562598193040062,-1.3669878142897414,0.6688080500443785,-0.3205838549373448
-0.5670641676249424,0.8299037471417615,-1.0716777839885419,0.5258099906527801,1.5290180412744578,0.10684613700826283,-0.1859126172905948,-0.6468646124134239,-0.015496761040658807,0.37985727239719813,0.37519811100843614,0.13585701657373822,0.20867900670676376,-1.4012541561757628,1.412097457059045,-0.3391353814307478,-0.6074157042707835,0.6413120908796761,-0.6780557171100665,0.24697993110939423,1.0530730321353752,-0.06736694562678056,0.08942298054001002,-0.36865702169397513,-0.07452010822334323,0.36907693714944995,0.35075823921436455,-0.36606635170230917,1.0276196699272901,-1.0947590278899133,1.0862675549735614,-0.13568567600581513,-0.3718362358216456,1.1882206923727012,-0.5977249491194628,0.1380191483227993,0.9547255072319195,-0.2934878893548113,-0.47435988159736825,-0.3071019269235397,0.02826347053619227,0.317423274210766,0.49967370831777796,-0.2501697889936216,0.558337563161653,-1.2515002591098066,1.1873548163671033,-0.14331448665616445,-0.6301318113225624,1.015298631529651,-0.4215475821951403,0.3696653432697561,1.0366248206108615,-0.15106115109339974,-0.4504310954249383,-0.03964207620533783,0.35565130696519753,-0.09381025776296535,0.33511386064722826,-0.2393222732010095,0.4970613644604319,-1.3916580230834432,1.4431852372364078,-0.0335192640137027
