X1,X2,X3,Y1
-0.34550394898466186,0.5751744093544242,0.2364610262499403,0.08851137313563771
-0.09425837605124815,0.18564660918874837,0.22765906673637876,-0.19632186661856393
0.15819130859159797,0.6000344311250734,0.08228608330345655,0.3569490153402593
0.19365313620627722,0.48438942853457273,0.48732836252116274,-0.2550935975130345
0.23329133853650458,0.2875174758219629,0.35867610366010744,0.4264812898432354
-0.07911811728496643,0.08496168573821511,0.40566985166238473,0.11913373643496669
0.33123710840280496,0.5143805618884439,0.06690983863709778,0.4565371433893603
0.4691901671497373,0.2630852125013555,0.1654614393209234,0.34922721494542375
0.17079542872178086,0.3952111321436552,0.1337556966142396,0.719928803489476
0.5215746798475013,0.4323358616730245,0.2699528236007851,0.32127153525953756
0.34978161137818353,0.687874788132711,0.2752756556530451,-0.23970802975642125
0.07447115703307516,0.3230010924518755,0.17689342256497584,0.16315125951070486
0.27948282142404257,0.22482624771379967,0.21272462278833443,-0.2504530180023858
-0.13331580987495834,0.4369240536801429,0.19252758651222407,-0.0011328037498342103
0.46754351300582175,0.5629320820198611,0.668862668364418,0.49258235544272616
0.25441973872463197,0.6486884526274738,0.6171982135675232,0.4923295313865611
0.24961259123685953,0.591318779129541,0.19829948629837157,0.03664707604273845
0.0873440883749742,0.4852669917261633,0.2676858774200812,-0.1572730394590116
0.5834164841080216,0.7797037677551305,0.024258749933058904,0.12840576110858823
0.3090121471529709,0.04362461091101166,0.29991430823370785,-0.17937952259489054
-0.05388785552111382,0.24461649202230792,0.12734093713808864,-0.01818376895001994
0.045608732279126624,0.2829317972074023,0.36477233557564526,0.14337978528399586
0.3100962608646738,0.3753214778607533,0.05798642335425397,0.4716450652829509
0.2988517160895106,0.07879529291988302,0.11121029739382368,0.30031376182478237
0.19713548609563258,0.5338263489572788,-0.26914205934855245,-0.5419049116171704
0.37880881907225084,0.3700496816448168,0.26322755892162886,0.10576417662531393
0.7981111441164198,0.03820680512872776,0.040596904765727915,0.20799813765183814
-0.04980561678655501,0.02174136761972148,-0.016397082890219405,0.35461892436377324
-0.08606297119722704,0.5602903905266616,-0.08176230709548485,0.49323216230949773
0.037811107772871,0.6883780718824278,0.28632442671135644,-0.6123599063366924
0.49103836986318716,0.9135314480812009,0.06448431800498416,-0.062232953025863166
0.7231899000801711,0.991203170637443,0.21226627179598298,0.3395340252165767
0.40253503787536177,0.3641210478083826,0.8480311624514005,-0.2085085665579044
-0.0457559399087932,0.13958253644777757,0.00034840847863404356,0.7661985197857224
-0.12846074662836457,0.009885793636548068,-0.06665153427053758,0.13147114181782932
0.23752839332394246,0.5722693214761339,0.36695396325598995,0.23636519957207278
0.4819053249397284,0.22595656556320826,0.7933028853634976,0.010356372568055355
0.2910487034525756,0.2460705251744565,-0.04112064287068612,0.5773135883459819
-0.04227246513163746,0.2559078124501714,0.10210994741270543,0.40717761984845335
0.21489805814103163,0.4561258491123934,0.22517252704948248,0.11683937477646311
0.2599986319823108,0.6543566917232285,0.5453793169483339,0.20773397218781542
0.36570788031149226,0.43745023510944486,0.17844602266471016,0.3056379395950238
0.46576597725222035,0.3366207720019988,0.20696430472551122,-0.0902993102621788
0.24379999351140322,0.11132152026371242,0.3336129831630642,0.15062693606066807
0.28488213592991585,0.030638660353382585,0.17708733346264266,0.12683239040715114
0.08103493313259186,0.2859089210002896,0.0059098222509177956,0.256609066491783
0.24261505821787144,0.44075753453133887,0.15886784170650178,0.34845319846589706
0.3992734922440586,0.8041630630299974,0.019467786156465466,-0.18154266005271535
-0.049142252816941345,0.3920031960237015,0.36965515469305443,0.09659654852921265
0.11196197117984202,0.7104119010658407,0.18341811013757028,0.5461924382140999
0.19298275807721288,0.3319454286145218,0.4070417400323523,-0.11409251819145198
-0.001433542926176895,0.15501798881802398,0.10863687971761143,-0.06446871552808822
0.03257090238256809,0.2594257508056087,0.20248250950613667,0.1191023409838046
0.5726626205155338,0.3036784621681015,0.33898794105003227,0.3383294169666824
-0.07645606148856163,0.7917041495881434,0.21507736593986904,0.25429481825958616
0.6305632945823281,0.3129468305017781,0.4628467708735272,0.4578983546587872
-0.30345571387762876,0.48559125718222873,0.20205167254913248,0.5461173885992966
0.14398359930023147,0.35889635762424477,0.2692080497184324,0.2577801423736718
0.23527189105059765,0.6442458145523147,0.09270052642542656,0.29541695348088715
0.46551502662062005,0.49563193681224516,0.39200687536654005,0.7960400131034756
0.44312802808652185,0.30881598820451134,0.25734261791341384,0.17792161732528977
0.3938140633611581,0.34117756984117686,0.5414687817248957,-0.3881384766204683
0.08403984058297033,0.21723363025989834,0.4687709648926417,0.7284587902963771
0.003875873600340307,0.5521765307763016,0.21554881402265358,0.03160706853038647
0.5064869800551302,0.3724970264802048,0.17088064104097117,0.11820137507658696
0.14062239055299847,0.05713093068173908,0.033311638847569575,0.579866206046038
-0.28780032451968013,0.14895092832324852,0.2797418888788765,-0.395578563106045
-0.2119810381932212,0.5960195484569738,0.16488600695154604,-0.3351569855918436
0.02184892023793844,0.8904464222729568,0.39814160151219985,-0.4474200363239139
0.535913376198594,0.5055302437110254,0.15567478668132184,-0.09892296726464195
0.28643397085780503,0.29741859023823713,0.4331093582326392,0.32754757461899553
0.36036034645038284,0.45888859718367553,0.26233320371736724,0.35963637970342877
0.1075527369681222,0.667084385094783,0.07169033581924644,0.26343277584376057
0.3536706086488129,0.494602936802125,0.27025186042698707,-0.3385450363493875
0.41855929428495153,0.28336609817921055,0.31727514591833195,-0.4963649630183613
0.07272090276470218,0.6057544708523417,0.1889089653472562,0.2251662963175508
0.4140446471546182,0.5514896359783868,0.27324257556234516,-0.04220218631007232
0.07725243295459969,0.7034880206691787,0.2809053210001256,0.33259024067955323
0.22058506610858808,0.4950649243912261,0.3230083036929944,0.3258384405324767
0.13443624551896244,0.13832609613228602,0.29888557800478793,0.20424056450487443
-0.2337582740522667,0.13044250223907972,0.36239517437847346,0.360802226308508
0.2381294504288978,0.9127475301184922,-0.31654493580719123,0.13265088329437458
0.27177000743428514,0.7954769488913038,0.41769778769455923,0.17046999466875792
0.36227244332197894,0.35852600325456446,0.4351949815484549,-0.008678389507271955
0.32487679205417463,0.28716235937235207,0.26274503744335653,0.17128299636234184
0.2875283960833017,0.712041208163344,0.11959388323736057,0.23175247851730213
0.5141644709146052,0.1457449051630038,0.07507408268552179,0.3719438269544584
0.07883116749694671,0.12926945489472658,0.17438790512827607,0.05817683264349732
-0.019235122404633945,0.5979509001611847,0.4012044081449206,0.24758576338408306
0.25959988033881315,0.39260189526172157,0.06210625041556378,0.04732718297860168
-0.273806805843382,0.40113612488357814,0.3727348057317129,0.07587185214809453
-0.2026964114594921,0.5165881822925154,0.17704642509513924,0.30205136006392613
-0.12278338006533185,0.608980718232785,0.27258734019664543,-0.5574477125304539
0.0049220468515880356,0.8266534457324746,0.1474153109368019,-0.31090756172536116
0.48367365215632163,0.4947314865534058,0.36345473276259543,-0.3651610281091643
-0.013510715744808555,0.4834799700269736,0.4906799641588585,-0.4501343820129231
0.1309499553043444,0.0191511406356058,0.3657258198337068,-0.051105453464086625
0.42419068643370883,0.4277686729495763,0.3535375403884451,0.37282995895445625
0.11551252314029119,0.16630993901250266,0.44067616188967307,0.1354835834019952
0.3227590706881861,0.16934302215853764,0.20202727849638608,0.22498718779297844
