X1,X10,X2,X3,X4,X5,X6,X7,X8,X9,Y1
0.0013733257406639658,0.05255591974571125,0.6851087144636504,0.35638496087373206,0.8392826067670324,-0.4150399670901852,-1.9459616841725222,0.025606673626090648,0.03875286841275598,1.5943040640930517,1.2210768216490053
-0.1554373236168775,0.004935870322604207,0.6665126716720483,0.1800194099115493,0.7964648704540847,-0.31881043559864913,-1.6822336344022764,-0.40144191988939654,-0.02143079181698454,1.1163855636927589,1.0082781149023088
0.16965650064637286,0.36180304970800564,1.1357938547817388,0.5907967406130742,0.9637991277663983,-0.35712091016658004,-1.366574021738136,0.07650840075003008,-0.2848015638034166,1.508244790665793,0.8811717130970527
0.05338791237521534,-0.054064638043206235,1.161972265100167,0.23913898585705823,1.2715802367118583,-0.5998751180883475,-1.87932152926359,-0.020373964709105297,-0.4120198711874883,1.510154733689325,1.0261073388591206
0.02087624799043128,-0.23118329015667957,0.4627501598234941,0.4339871485688021,0.8067441296747222,-0.337680697133566,-2.2308076062099795,-0.2942658051261611,-0.024489010015843513,1.5582301317484133,1.2480103113470413
0.37865236114482675,0.040494023124530716,0.5519183342619873,0.6274121344956285,0.11965299772409138,0.02701012273267628,-1.6468977174473043,0.7296789958570421,0.002216957879421687,1.6656462344388265,1.0060640907647993
0.03623394507341987,0.049691921661543514,0.3093612769588238,0.8888082048518088,1.1373121978495515,-0.5924340752605451,-1.8759878547019166,0.7073844244337887,-0.22161031792293398,1.1481068657429785,0.7979559198094116
-0.2861304632440679,0.30700754799040225,0.5928881623602809,0.7258368262485771,0.8384753494405972,-0.62886444903862,-1.990265769288792,0.30850965336721614,-0.20213915737133853,1.515728461124738,1.2871891626428933
0.2589725660082116,0.18863140053505176,0.6252232742447521,-0.020891102959470498,1.0845935158297422,-0.7064237853707699,-1.7901198759203916,0.19530395223786384,-0.0589230373365406,1.302070055585176,1.2206176276234748
-0.300115848057159,0.08060852733946412,0.6899720441237996,0.745571461078355,0.962012654461441,-0.5350474627212503,-2.172961267384002,0.5336491077965078,0.103402633975516,1.3015104900216248,0.9558750025191559
0.166914059543448,0.3305246757579533,0.4216565949662864,0.5700048202714344,0.5924346039443301,-0.709210952416917,-2.1937655557618423,0.10820343613765947,-0.36314904193423614,1.6219910539080775,1.1391462350870079
0.09008575824559678,-0.2685127771159029,0.46163037592410194,0.8336486454288515,0.7390303334343624,-0.654559251747087,-1.5683808784202737,0.255938146564818,-0.272402102507263,1.6779580585002283,1.0670387345335623
