X1,X2,X3,X4,X5,Y1,X1:1,X2:1,X3:1,X4:1,X5:1,Y1:1,X1:2,X2:2,X3:2,X4:2,X5:2,Y1:2,X1:3,X2:3,X3:3,X4:3,X5:3,Y1:3
-0.3656490916483829,-1.3804072750764986,-0.2358971677659823,-0.1104845895017682,0.619849100687863,-0.4261826181270357,-0.3639043284755203,-1.7766886154104398,0.5121985989639918,-0.2435621227132035,0.4063042025278989,-0.1311480441156018,-0.9092868477422644,-1.7797865049419668,0.0283253894443162,-0.5320121038955511,0.4914547722096999,-0.4365055629046813,-0.7065984220524377,-1.630412451432759,0.0609195287427871,-0.1243966752946848,0.6022535308443078,-0.5657475183318398
-0.6300207174735823,-1.6080637298808218,0.4266288425294689,-0.2278299972892364,0.1748769857625339,-0.3304102701302727,-0.3656490916483829,-1.3804072750764986,-0.2358971677659823,-0.1104845895017682,0.619849100687863,-0.4261826181270357,-0.3639043284755203,-1.7766886154104398,0.5121985989639918,-0.2435621227132035,0.4063042025278989,-0.1311480441156018,-0.9092868477422644,-1.7797865049419668,0.0283253894443162,-0.5320121038955511,0.4914547722096999,-0.4365055629046813
-0.116180616688456,-1.463619188335321,0.2668380034853824,-0.302378456424875,0.3204676475594736,-0.1688309981533942,-0.6300207174735823,-1.6080637298808218,0.4266288425294689,-0.2278299972892364,0.1748769857625339,-0.3304102701302727,-0.3656490916483829,-1.3804072750764986,-0.2358971677659823,-0.1104845895017682,0.619849100687863,-0.4261826181270357,-0.3639043284755203,-1.7766886154104398,0.5121985989639918,-0.2435621227132035,0.4063042025278989,-0.1311480441156018
-0.4508038042749941,-1.5199137781421903,0.6862433144621547,-0.441989340796561,0.4715036900014471,-0.6520032428451076,-0.116180616688456,-1.463619188335321,0.2668380034853824,-0.302378456424875,0.3204676475594736,-0.1688309981533942,-0.6300207174735823,-1.6080637298808218,0.4266288425294689,-0.2278299972892364,0.1748769857625339,-0.3304102701302727,-0.3656490916483829,-1.3804072750764986,-0.2358971677659823,-0.1104845895017682,0.619849100687863,-0.4261826181270357
-0.8356457109923421,-1.3632077342253983,0.2617522959776187,-0.5877136231499619,0.5489699893120213,-0.3909439605455718,-0.4508038042749941,-1.5199137781421903,0.6862433144621547,-0.441989340796561,0.4715036900014471,-0.6520032428451076,-0.116180616688456,-1.463619188335321,0.2668380034853824,-0.302378456424875,0.3204676475594736,-0.1688309981533942,-0.6300207174735823,-1.6080637298808218,0.4266288425294689,-0.2278299972892364,0.1748769857625339,-0.3304102701302727
-0.5643676898323133,-2.252792031601426,0.5320791291384537,-0.4250090957369961,0.3770510412981434,-0.4647314794616708,-0.8356457109923421,-1.3632077342253983,0.2617522959776187,-0.5877136231499619,0.5489699893120213,-0.3909439605455718,-0.4508038042749941,-1.5199137781421903,0.6862433144621547,-0.441989340796561,0.4715036900014471,-0.6520032428451076,-0.116180616688456,-1.463619188335321,0.2668380034853824,-0.302378456424875,0.3204676475594736,-0.1688309981533942
-1.0146094977902436,-1.6631768714056665,0.2825899644268996,-0.1073073666709517,0.467808885537351,-0.6409816041464992,-0.5643676898323133,-2.252792031601426,0.5320791291384537,-0.4250090957369961,0.3770510412981434,-0.4647314794616708,-0.8356457109923421,-1.3632077342253983,0.2617522959776187,-0.5877136231499619,0.5489699893120213,-0.3909439605455718,-0.4508038042749941,-1.5199137781421903,0.6862433144621547,-0.441989340796561,0.4715036900014471,-0.6520032428451076
-0.4383616834220846,-2.1516693297448635,0.4037804385958971,-0.4550186227004837,0.7185698203497207,-0.5305106689649621,-1.0146094977902436,-1.6631768714056665,0.2825899644268996,-0.1073073666709517,0.467808885537351,-0.6409816041464992,-0.5643676898323133,-2.252792031601426,0.5320791291384537,-0.4250090957369961,0.3770510412981434,-0.4647314794616708,-0.8356457109923421,-1.3632077342253983,0.2617522959776187,-0.5877136231499619,0.5489699893120213,-0.3909439605455718
-0.8143686435635791,-1.6302315075945055,0.552733465423121,-0.3602645830129555,0.690913218077536,-0.532709847780096,-0.4383616834220846,-2.1516693297448635,0.4037804385958971,-0.4550186227004837,0.7185698203497207,-0.5305106689649621,-1.0146094977902436,-1.6631768714056665,0.2825899644268996,-0.1073073666709517,0.467808885537351,-0.6409816041464992,-0.5643676898323133,-2.252792031601426,0.5320791291384537,-0.4250090957369961,0.3770510412981434,-0.4647314794616708
-0.7508503400798525,-1.467320672799152,0.267978329710506,-0.4614508105716217,0.7427330519385196,-0.5289282488123577,-0.8143686435635791,-1.6302315075945055,0.552733465423121,-0.3602645830129555,0.690913218077536,-0.532709847780096,-0.4383616834220846,-2.1516693297448635,0.4037804385958971,-0.4550186227004837,0.7185698203497207,-0.5305106689649621,-1.0146094977902436,-1.6631768714056665,0.2825899644268996,-0.1073073666709517,0.467808885537351,-0.6409816041464992
-0.8976754414691481,-1.4134514381597476,0.6119446461497194,-0.163102175024801,0.563551719934586,-0.8695665069948362,-0.7508503400798525,-1.467320672799152,0.267978329710506,-0.4614508105716217,0.7427330519385196,-0.5289282488123577,-0.8143686435635791,-1.6302315075945055,0.552733465423121,-0.3602645830129555,0.690913218077536,-0.532709847780096,-0.4383616834220846,-2.1516693297448635,0.4037804385958971,-0.4550186227004837,0.7185698203497207,-0.5305106689649621
-0.2435561663327786,-1.204013559807494,0.1429589513790958,-0.4280818585131771,0.4697129707841171,-0.3312271208516867,-0.8976754414691481,-1.4134514381597476,0.6119446461497194,-0.163102175024801,0.563551719934586,-0.8695665069948362,-0.7508503400798525,-1.467320672799152,0.267978329710506,-0.4614508105716217,0.7427330519385196,-0.5289282488123577,-0.8143686435635791,-1.6302315075945055,0.552733465423121,-0.3602645830129555,0.690913218077536,-0.532709847780096
-0.6401415051687929,-1.5823740832773674,0.4482287884799356,-0.2835852325302909,0.4817864211000784,-0.8243879818820706,-0.2435561663327786,-1.204013559807494,0.1429589513790958,-0.4280818585131771,0.4697129707841171,-0.3312271208516867,-0.8976754414691481,-1.4134514381597476,0.6119446461497194,-0.163102175024801,0.563551719934586,-0.8695665069948362,-0.7508503400798525,-1.467320672799152,0.267978329710506,-0.4614508105716217,0.7427330519385196,-0.5289282488123577
-0.7029055069087561,-1.6460825126872258,0.5940915769350263,-0.331026196937688,0.4757520362030513,-0.5485386971382681,-0.6401415051687929,-1.5823740832773674,0.4482287884799356,-0.2835852325302909,0.4817864211000784,-0.8243879818820706,-0.2435561663327786,-1.204013559807494,0.1429589513790958,-0.4280818585131771,0.4697129707841171,-0.3312271208516867,-0.8976754414691481,-1.4134514381597476,0.6119446461497194,-0.163102175024801,0.563551719934586,-0.8695665069948362
