X1,X2,Y1
-0.550648512490274,0.23854523902239705,0.32895238659023407
-0.36751936234619903,0.12555007000409035,0.3568982945180805
0.03608091143081506,-0.2537470580913893,0.031063058416811673
-0.08925441943474773,0.3566152174284392,0.14751789458828835
-0.004741858292281621,0.1321963961384655,0.246315719502
-0.24075802042881278,-0.0020459853134886406,0.22353373721839437
0.24819602924706266,0.31909841366877273,-0.02716182705826989
0.219519347862911,0.03196520500278833,-0.10470157324465969
0.018636109488043645,-0.005635240059391533,0.08301528216890819
0.3181458219946124,-0.1324979423102337,0.14237182166960818
0.13194704297671722,0.11675597818299654,-0.2175750779236832
-0.2425215696941032,0.09563668237682989,-0.3856341005980097
0.10407401768840001,0.0029457640261089284,-0.21429895047740727
-0.2706292950890367,-0.158521199377066,-0.18779288597214586
0.24792856352592751,0.026072141900244997,-0.029659009426817484
-0.014090790765424636,-0.014006048560088588,0.1938579832128356
-0.05217444877140803,-0.26757924021012675,0.016071495711433292
-0.19218148545819824,-0.2953385942018329,0.23034185850214672
0.3450427616650047,0.11340549238897425,-0.10511267487814946
-0.04361347756920226,-0.5221032671360447,-0.11841157813479691
-0.12088868489094222,0.0412183361638564,0.45135443127697317
-0.09938406898137478,-0.09593368207685864,0.17665202530180232
0.15023576351388243,0.2625169665124833,-0.08023103460913172
0.10314074887563869,-0.09902091597728448,-0.03847163172306021
0.11648718585561128,0.13233422084019084,0.6396085784466413
0.121592345353618,-0.07964600635736802,-0.018598046939549286
0.6044458206370776,0.022825069862627046,-0.08051617107403006
-0.11470414553635472,0.14785598517548415,-0.00320031806563114
-0.14457232675122508,-0.09281791586842925,0.0007538991123587357
-0.22967435181116602,0.1999719042770151,0.05913249206608601
0.173850351207579,-0.19939860799641587,-0.055188637779080875
0.3186343932927357,0.0591139460847952,-0.20606604330201356
-0.03215984951199054,0.1851398504964126,-0.2148537281388312
-0.2371207433822291,0.13244524328830318,-0.07689543531718115
-0.23269665131452685,0.38455998500835525,-0.05493706153754332
0.18361942057014047,-0.15319418574662724,-0.27723811176544216
0.2097716156814957,-0.27674451890646323,0.08242696546997014
0.1532966148608325,-0.19952647689378705,0.2015774329686708
-0.1878294827779126,0.1325265268904532,0.36721167609310595
0.06552382445376036,0.09991481542851856,-0.038746072592184384
0.03293270547129334,0.020519149795741216,0.09970904507700365
0.0617213626836241,-0.22533616865896758,-0.09245079219121552
0.24594685073285263,0.15388205442589267,0.30191512925961994
0.06310627150562911,-0.24575319470458043,0.0674678829943862
0.1916125069343073,0.23255854600081607,0.38411121226792866
0.019073112728023364,0.5733827727081952,0.11182223069405246
0.08159933134295148,0.07353326419276196,-0.0861703631915568
0.17817101635694424,0.1170083515727183,-0.00958497219649972
-0.4112589508053365,-0.09889882440060674,0.05343590232644666
-0.09022209378732848,-0.3632432198127771,0.36058068705986335
-0.1327551670562846,-0.12094360345285746,0.06883303516319747
