X1,X10,X11,X12,X13,X14,X15,X2,X3,X4,X5,X6,X7,X8,X9,Y1
0.4856208624756661,0.18299259927946804,-0.1996605571958614,0.4907351944668029,-0.4093893988466799,0.2258194617945104,0.10065062283128742,0.010103632458197974,0.4254702581523455,-0.2304757969761698,0.1218560243485168,-0.7708255686435881,-0.3450121407709806,0.542140980835682,0.11905689541117018,-0.1370947412365488
0.353402470820807,0.0029672811233050628,-0.05945974303585683,-0.08290180037270678,-0.44496222651154954,0.4161117327388453,-0.1760503103317173,0.42877194825648646,0.4840753481247342,0.21386625502542195,-0.48411322945319163,-0.6888538429974614,-0.48696242195446326,0.3397255699419935,-0.007062136825151388,-0.32842654585261083
0.6421394979980206,-0.10221281641251147,0.3350449542336103,0.32422819180367135,-0.3197583976012282,0.6886481240463261,-0.39079706301102796,0.21465463459795403,0.2504298974560354,0.25968817182381965,-0.304017271920251,-0.8776635213614993,0.012126965686131669,0.4445258249734372,0.7443086654279237,0.005621463569949553
0.6501655711056968,0.1883070006704872,-0.3953556628949072,0.5806242147302474,-0.16660822830049635,0.49098146452630287,-0.14494259937256543,0.30878879829355704,0.6191932950689704,0.5887932306276291,-0.6908629600508206,-1.0782801778686872,-0.06714816039976683,0.5668602246737918,0.5369335681930164,-0.018212279551392638
0.4810858943679748,0.2814558732091286,0.21310185103215834,0.3793531801716051,-0.5334967528134891,0.39011906659706874,0.032331215655163975,-0.3926315591936188,0.6061260163617692,-0.497735839887082,0.44685433087559523,-0.7839406872174045,-0.1631948991656556,0.6222601818584367,0.506260979721209,0.014171437849190116
0.9719379914747829,0.19930753645882296,-0.011450182645046034,0.26834227261274535,-0.7876097541290852,0.8153538021332225,-0.12147952055993329,0.0650640582668786,0.33123338140299274,-0.209033542790019,0.36654944182863597,-0.47785733210832154,-0.2775287225113824,0.0967943758561246,0.17924866396660935,0.18679959310176622
0.4695694582648793,0.3366786227919517,0.5615358930704892,0.3750424814947338,-0.3795676951332123,0.1978151458489713,-0.2049635323926543,0.14598997324088972,0.29988892580633664,0.33167946749272154,0.09846076490861944,-0.9037411226503798,0.00424374556948294,0.5989799342542316,0.5325337942919993,0.015404847191511778
0.13689969957219106,0.2057225700747883,0.24333127254675202,-0.00938085438922423,-0.30930381498102977,0.4319279363282765,-0.04752830204690595,0.17671836433099453,0.362710123879606,-0.6755074162630879,0.18220174575364334,-0.9351312400432128,0.25855371994610715,0.5866761725571996,0.4852072891490411,-0.3413080980426805
0.5945922413075907,-0.518106737759441,0.34483198490511957,0.2388956635849971,-0.4818177163862026,0.3907319276706147,0.07273506427905561,0.37740987420617517,0.539756369813096,0.29845756148872127,-0.43864941271785524,-0.4876439198628114,-0.248151440765489,0.6899668605161775,0.6706155379280206,0.0670180578626313
0.0716234013980106,0.1605189154785786,0.06702516076639767,0.5066114469212475,-0.45182960120518817,0.39577991137850177,0.3351007437059864,0.0607346427582499,0.5993737613081243,0.366154578595009,-0.1870159215508206,-0.8833994430182679,-0.013430668060880828,0.9686301143758427,0.28531110016541467,-0.40029080078113155
0.8886807892101658,-0.6396312972681926,0.2589673829415099,0.21559150496260243,-0.4724641699522956,0.4236323399447714,-0.030410440765457764,0.24936976429449106,0.4107890120394954,-0.14423275632832672,0.44303300216774666,-1.0124236553054458,0.15344215669592898,0.6346073699567485,0.39098616509533984,-0.09558048951045367
0.4983848275926004,0.2629573398763301,0.39310143844129103,0.06211706978238607,-0.26064398346686796,0.4843949876854581,0.30985939813564123,0.406754374993899,0.4271165588524136,-0.007775067326477786,-0.08217138699739635,-0.8692143258586007,-0.239571446105109,0.3733200282834819,0.40608635453610914,0.15136524852651942
0.3956945773526897,0.19252509798706594,0.11947144341931669,0.1689481913321929,-0.4852669297360292,0.33460789575006666,0.05827004679296961,-0.374520762246609,0.41532288836079395,-0.23898638285901433,-0.040466518624413,-0.9545012460486334,-0.026973377062028993,0.15695050047620723,0.2331378959389569,-0.30349502040701304
0.3248533748318656,0.309859323935834,0.37465977182201177,0.2610116848205437,-0.567491226912244,0.017596598068174207,-0.3546230361455668,0.1245915727209615,0.3921920071553237,-0.08389664632489735,-0.4798767303218749,-1.1113748320371262,-0.1685966953220397,0.7301707677219156,0.4628141042514206,-0.2378010076811148
0.7131708551814069,0.3966730496095193,-0.00017863826635161617,0.022242422778127074,-0.2742892628781306,0.7647134002284548,-0.4234283084429613,0.12998081802803477,0.47018771634811896,-0.14212991579150244,0.2907816085505614,-0.8985674152677314,-0.3915657471461574,0.4297840756943824,0.4338005018229552,-0.2116451385777511
0.4217203312089243,0.20417374593797064,0.3371691471304748,0.4798502481457708,-0.06730611933672333,0.04314296155392394,-0.3050664336506481,0.025249803886427807,0.2800996191734062,-0.23078134797645425,-0.05721467332560223,-0.7117560041025639,-0.028822848636911064,0.7829874437127514,0.3876463409326135,-0.07707543847805957
0.2702844241950068,-0.14064702205276325,0.36294545048845833,0.22206126585693928,-0.17208254743919707,0.30219761261257605,-0.4017139184828166,0.15221800418732342,0.26988216745420224,-0.13909656042956442,-0.4258859992086508,-0.6906473787429652,-0.08636688888971723,0.899356800392346,0.07442738283685685,0.10850210507268733
0.21782431418553824,0.19461282850968661,0.2150287033059246,0.3952519581910837,-0.0313222243977998,0.34334637650507505,0.07494082628073366,0.4728838518021864,0.4307674085133268,-0.06452566597950395,-0.26856045876201573,-0.5233403424389833,0.06129039717446527,0.25338145051453204,0.5989063102563353,-0.03420724221380329
0.5963042983023108,-0.10718036356489478,0.5542584076170278,0.5239655335898461,-0.3170743023823984,0.32782299131363124,-0.06827804366678876,0.26010649789202017,0.5921372818431698,0.06418466127499242,-0.4226968663946294,-0.44444630300891,-0.32714357316895853,0.7777916835168142,0.42540437935636,0.09973195194985603
0.577120650623898,0.19176727589148562,-0.1348874292281747,0.42739326692976876,-0.28510460184833564,-0.2023982423065367,-0.09626001206089173,0.09297334323351968,0.3760601267182585,0.5569770687015125,-0.1513443697854681,-0.4586322547832546,-0.0508413136646308,0.9117052754317083,0.3202048906892954,0.07911361416101889
0.6236267090855341,0.3186302046164957,-0.1608607896185512,-0.17789711740563124,-0.3699707917749028,0.7481511369468794,-0.7114334991219522,0.391193158282673,0.30274354444296947,-0.01403153197264334,0.03615197026770638,-0.6387929693022959,0.24845806675197352,0.8906008291908591,0.3824636867762933,0.018829924372856244
0.645406833622354,0.01596037523743496,-0.08361703688479702,0.17872475803299073,0.0028233881491853408,0.2880680659960645,0.3830478479273257,0.48837623203833236,0.49739843864814187,0.3057074715270954,-0.10968381117267888,-0.8110148763921783,0.4691914904818659,0.11555659882792818,0.26833245651724275,-0.21365326511819951
1.0848154184501646,0.48096249172858485,0.34106416920661387,0.1851087865484627,-0.3041232943188149,0.545327976580436,-0.2780966584396032,-0.05926180659403839,0.6045421034521661,0.06531144217231688,0.19774557250418462,-0.8966173826043384,0.29994807614227587,0.3962188478512871,0.27528429965922335,0.19174909530997758
0.5261919991768189,0.6491040848991602,0.1477020562375635,0.20011529349648682,-0.3575180904598705,0.19719151421219244,0.38747826572989263,-0.10144629638395505,0.4958129572181292,-0.1071292366729485,-0.003670042707618018,-0.8177840846324713,-0.395593382864136,0.2808746713543073,0.4731008304375477,0.06455502867102672
0.47436560415374096,-0.0017493870126424338,0.18232398236919875,-0.0740766819419629,-0.6155139386169196,0.31612177276439235,-0.49594155127284745,-0.10862682361082594,0.21476901863894196,-0.53355628388729,0.3800402882813536,-0.6026034216574101,-0.01003449400862802,0.7988402684807538,0.5166148796570885,0.18913569418118353
0.2683867637320796,0.26260939440389974,-0.08375010378321138,0.117710293032985,-0.1287005687745634,1.1404210680493199,-0.15328273645088691,0.3935425872573735,0.5307733113720742,-0.39852614086782734,-0.06566381530030138,-0.5104311043102421,-0.2369534754834898,0.7090363871489713,0.24069560294213493,-0.1300839425120202
0.4562452297382118,0.25657825040553384,0.46827745538438964,0.4143381290322889,-0.25631187459560645,0.28447317922145815,-0.6156223681147097,0.21514362892715222,0.3920413504370591,-0.3456484772512238,0.7723305137967263,-0.6873560641488062,0.03705571912257319,-0.02105434699525266,0.20788434276957368,-0.037578877992167165
