X1,X2,X3,X4,X5,Y1
-0.7065984220524377,-1.630412451432759,0.060919528742787166,-0.12439667529468482,0.6022535308443078,-0.5657475183318398
-0.9092868477422645,-1.7797865049419668,0.028325389444316285,-0.5320121038955511,0.49145477220969996,-0.43650556290468134
-0.36390432847552034,-1.7766886154104398,0.5121985989639918,-0.24356212271320352,0.40630420252789895,-0.13114804411560183
-0.36564909164838294,-1.3804072750764986,-0.2358971677659823,-0.1104845895017682,0.619849100687863,-0.42618261812703573
-0.6300207174735823,-1.6080637298808218,0.4266288425294689,-0.22782999728923647,0.1748769857625339,-0.33041027013027274
-0.11618061668845603,-1.4636191883353207,0.2668380034853824,-0.30237845642487504,0.3204676475594736,-0.16883099815339425
-0.4508038042749941,-1.5199137781421903,0.6862433144621547,-0.44198934079656105,0.47150369000144715,-0.6520032428451076
-0.8356457109923421,-1.3632077342253985,0.2617522959776187,-0.5877136231499619,0.5489699893120213,-0.39094396054557184
-0.5643676898323133,-2.252792031601426,0.5320791291384537,-0.42500909573699613,0.3770510412981434,-0.46473147946167087
-1.0146094977902436,-1.6631768714056663,0.28258996442689965,-0.1073073666709517,0.46780888553735106,-0.6409816041464992
-0.4383616834220846,-2.1516693297448635,0.40378043859589713,-0.45501862270048377,0.7185698203497207,-0.5305106689649621
-0.8143686435635791,-1.6302315075945057,0.552733465423121,-0.3602645830129555,0.690913218077536,-0.532709847780096
-0.7508503400798525,-1.4673206727991521,0.267978329710506,-0.4614508105716217,0.7427330519385196,-0.5289282488123577
-0.8976754414691481,-1.4134514381597476,0.6119446461497194,-0.16310217502480107,0.563551719934586,-0.8695665069948362
-0.24355616633277866,-1.2040135598074941,0.14295895137909587,-0.42808185851317715,0.4697129707841171,-0.3312271208516867
-0.6401415051687929,-1.5823740832773674,0.4482287884799356,-0.2835852325302909,0.4817864211000784,-0.8243879818820706
-0.7029055069087561,-1.6460825126872258,0.5940915769350263,-0.331026196937688,0.4757520362030513,-0.5485386971382681
-0.7643686699512198,-1.4615175957389075,0.5333073330865201,-0.2797313115450035,0.718575741264754,-0.5530167082890968
-0.5579395851138875,-1.7372354662202538,0.8285988585740558,-0.06135962353158858,0.6974479026062239,-0.4104020866682466
-0.651610825698587,-1.512035682296907,0.1983923440112426,-0.1323426494081477,0.7075269125058748,-1.2367853836408638
-0.6543795185180349,-1.3934273691377277,0.05522169405997007,-0.6020986248912416,0.5006828665321654,-0.27465382842238073
-0.43260856079457904,-1.8419606944388518,0.14518843254085925,-0.516467031419471,0.4369267944315298,-0.8524197723091436
-0.008984975354413338,-1.4367920397911296,0.5312987662975177,-0.40108703894644643,0.5516437213711949,-0.14762485239080853
-0.678314825880028,-1.3939146640933773,0.4935836694565948,-0.5257152849493866,0.5502505247093714,-0.530236216209477
-0.7853792513672906,-1.8596385994274343,0.40123717122020136,-0.618499767880542,0.41057626952763465,-0.3708941927726565
-0.9409305303661897,-1.3952250230081897,0.11213366931644292,-0.4979094350327111,0.4934203893870428,0.06931304498526447
-0.42520108755838826,-1.4781667760768429,0.5562428268065331,-0.5116490690085611,0.5935572614590959,-0.5699569739261486
-0.2564909820387026,-1.5174011098803293,0.08836820454658673,-0.42226556200896637,0.3858624934232372,-0.12088439061017797
-0.671451064106003,-1.7676063293511288,0.6491531662029112,-0.49700503950366987,0.38668383465453066,-0.4220022768134571
-0.829439039849571,-1.7693704690739085,1.0493870923907376,-0.17277729930338837,0.5662314253047056,-0.27341793330416503
-0.9923382609430976,-1.6324455167602128,0.4627718147608413,-0.3403971826284152,0.4420494285955562,-0.42473403293903295
-0.6071228457140974,-1.4258911305196618,0.5160406000403769,0.21657488397522778,0.5724996916831964,-0.2842965882035346
-0.42794095987210046,-1.789565245835959,0.26162517771531346,-0.2658407930392824,0.5536400454561153,-0.8856745119062956
-0.5781213381762808,-1.4129452530527011,-0.04367864217455236,-0.4166006452974499,0.40893073614990433,-0.8175792498763114
-0.7407205569628755,-2.024966940119558,0.236311400723748,-0.42059570454680956,0.677729544641035,-0.77866127298723
-0.6218104056805522,-1.7431990275866096,0.11991431985136114,-0.25977004654933245,0.23445529739306586,-0.4435030391970513
-0.5535819115163272,-1.5911842686244926,0.03656590736156479,-0.3151868531708449,0.4587307614137849,-0.5736001159478461
