X1,X10,X11,X12,X13,X14,X15,X2,X3,X4,X5,X6,X7,X8,X9,Y1,X1:1,X10:1,X11:1,X12:1,X13:1,X14:1,X15:1,X2:1,X3:1,X4:1,X5:1,X6:1,X7:1,X8:1,X9:1,Y1:1
1.065307562748374,0.638047820537397,0.044696003819773455,0.07144010047338017,-0.08154641445699762,-0.003041074171203412,0.13011561754128237,-0.42028836632275235,0.21197107312279706,0.6867513166615071,2.0124398581371135,-0.2523092133257171,1.0435728517809917,-0.21711605009177962,-1.4747670320752821,-0.10592037492266985,-0.1463707504711662,0.08690444438374184,0.12800890949392285,0.17630793814414203,0.3525282314953622,0.18959372017078835,-0.12283216798639898,-0.32034493779850565,0.24023349167706665,0.5755835316072848,2.041796272357213,-0.5426969914059273,0.715117769472797,-0.21536006368717936,-2.0613557849806994,0.1589633843294888
0.16604279069710093,0.2633011322102449,-0.1468122494816622,-0.0027833920537335133,0.23330672010523573,-0.14433260113760205,0.0035175868904834522,-0.5762019728768856,0.34796848793483304,0.803684980108383,1.5103355158940832,-0.08534335947700034,0.06390378929229362,-0.11015894623875624,-1.8530117577154677,-0.30189441619631474,1.065307562748374,0.638047820537397,0.044696003819773455,0.07144010047338017,-0.08154641445699762,-0.003041074171203412,0.13011561754128237,-0.42028836632275235,0.21197107312279706,0.6867513166615071,2.0124398581371135,-0.2523092133257171,1.0435728517809917,-0.21711605009177962,-1.4747670320752821,-0.10592037492266985
0.5142599617768009,-0.0070543221436721315,0.008132953276889244,0.07314863594344884,0.36294626571253225,0.09225980675508078,-0.4897603990853657,-0.003335832532327887,0.14999891854159092,1.005106969769507,1.857161064436772,-0.055886638646654746,0.7810530302570429,0.19471193311270396,-1.417107458866587,0.12097865062559113,0.16604279069710093,0.2633011322102449,-0.1468122494816622,-0.0027833920537335133,0.23330672010523573,-0.14433260113760205,0.0035175868904834522,-0.5762019728768856,0.34796848793483304,0.803684980108383,1.5103355158940832,-0.08534335947700034,0.06390378929229362,-0.11015894623875624,-1.8530117577154677,-0.30189441619631474
-0.09117037061527411,0.4796604112686535,-0.06602898387802814,-0.21713638060522883,0.15834147314230135,-0.27842757116121936,-0.041039291247496716,-0.31545321099290957,0.0854140018306041,0.9370667510017505,2.2778507367925007,0.2865890796131769,0.16617055683887366,0.15478573240302052,-0.892247305550114,-0.07565328522261525,0.5142599617768009,-0.0070543221436721315,0.008132953276889244,0.07314863594344884,0.36294626571253225,0.09225980675508078,-0.4897603990853657,-0.003335832532327887,0.14999891854159092,1.005106969769507,1.857161064436772,-0.055886638646654746,0.7810530302570429,0.19471193311270396,-1.417107458866587,0.12097865062559113
0.038573889663781585,0.4736113134755862,-0.2058900940646864,-0.17729977626106194,-0.26313982273484016,-0.0863397995255826,0.35436462597825885,-0.021756219794375004,0.6564585911333898,1.0740053860602357,2.0746825761637293,-0.09841229125909412,0.5669889562876224,-0.6844022378396835,-1.3158129715005782,-0.25874433441973943,-0.09117037061527411,0.4796604112686535,-0.06602898387802814,-0.21713638060522883,0.15834147314230135,-0.27842757116121936,-0.041039291247496716,-0.31545321099290957,0.0854140018306041,0.9370667510017505,2.2778507367925007,0.2865890796131769,0.16617055683887366,0.15478573240302052,-0.892247305550114,-0.07565328522261525
0.4107902043726124,-0.03911394082127184,-0.07593421627936323,-0.14343387378082137,0.06697034057045614,-0.11294595217945726,-0.05291438311420137,-0.5853776682096,0.16021352500000025,0.7757662855868582,2.6094519695974743,-0.013467161732831634,0.7206813277406316,0.0455739447360938,-1.2558123903263976,0.2300338517585297,0.038573889663781585,0.4736113134755862,-0.2058900940646864,-0.17729977626106194,-0.26313982273484016,-0.0863397995255826,0.35436462597825885,-0.021756219794375004,0.6564585911333898,1.0740053860602357,2.0746825761637293,-0.09841229125909412,0.5669889562876224,-0.6844022378396835,-1.3158129715005782,-0.25874433441973943
0.8555102540992607,0.42283069589077327,0.05196683388522237,0.06095101962525401,-0.29639573221488774,-0.1249372835112635,-0.03470098514655472,-0.33821623318762783,0.38101680452212083,0.402075096092987,1.6897262894543967,-0.11502863221995394,0.5854849157365054,0.3763499848127826,-1.2340416519871633,0.17287493784326052,0.4107902043726124,-0.03911394082127184,-0.07593421627936323,-0.14343387378082137,0.06697034057045614,-0.11294595217945726,-0.05291438311420137,-0.5853776682096,0.16021352500000025,0.7757662855868582,2.6094519695974743,-0.013467161732831634,0.7206813277406316,0.0455739447360938,-1.2558123903263976,0.2300338517585297
0.07427291042535139,0.5586699344831464,-0.20097594866538623,-0.03621612471052532,0.2248041023061244,0.061874280109149894,0.0518732073432305,-0.23862924228020815,0.5814505858099408,0.8385895772364758,2.138800349425531,-0.0583120461917804,0.9516125849819277,-0.06289264718141231,-1.6286506030200658,0.09771038660534331,0.8555102540992607,0.42283069589077327,0.05196683388522237,0.06095101962525401,-0.29639573221488774,-0.1249372835112635,-0.03470098514655472,-0.33821623318762783,0.38101680452212083,0.402075096092987,1.6897262894543967,-0.11502863221995394,0.5854849157365054,0.3763499848127826,-1.2340416519871633,0.17287493784326052
0.6584450028222171,0.45442945239175697,-0.21120913552418927,-0.15928168301216353,-0.1700245528029698,0.22521530134309564,0.16835568627955358,-0.3098700731910624,0.6206664110443957,1.070555694574344,2.2100139758698125,0.05041895079567185,0.19958848133867194,0.2620931466885752,-1.4798037240879038,0.43278036224246413,0.07427291042535139,0.5586699344831464,-0.20097594866538623,-0.03621612471052532,0.2248041023061244,0.061874280109149894,0.0518732073432305,-0.23862924228020815,0.5814505858099408,0.8385895772364758,2.138800349425531,-0.0583120461917804,0.9516125849819277,-0.06289264718141231,-1.6286506030200658,0.09771038660534331
0.4686167935101654,0.5300060818620566,-0.356321863132579,0.2386252450255002,0.151776936604412,0.06127612979330324,0.07480385227817316,-0.6517546594121977,0.5840704675175297,1.3054021526623578,2.1452048288954164,0.06506504841398722,0.4262157803461029,-0.24164528590036938,-1.709144415663993,-0.2874423657734352,0.6584450028222171,0.45442945239175697,-0.21120913552418927,-0.15928168301216353,-0.1700245528029698,0.22521530134309564,0.16835568627955358,-0.3098700731910624,0.6206664110443957,1.070555694574344,2.2100139758698125,0.05041895079567185,0.19958848133867194,0.2620931466885752,-1.4798037240879038,0.43278036224246413
