X1,X2,Y1,X1:1,X2:1,Y1:1
-0.1572970663652726,0.147963980745817,0.6465254791929009,-0.35119410510475624,-0.3248847207951696,-0.21690437950434516
0.014132637331280992,0.1664421544527305,0.1727665871454058,-0.1572970663652726,0.147963980745817,0.6465254791929009
-0.12027554941735545,-0.03715024191337175,0.26957082391839116,0.014132637331280992,0.1664421544527305,0.1727665871454058
0.0642016781698335,0.07697153064218025,-0.3877499603785584,-0.12027554941735545,-0.03715024191337175,0.26957082391839116
-0.22784872262795897,0.14325805182832718,-0.38665088524255997,0.0642016781698335,0.07697153064218025,-0.3877499603785584
0.22855838473363316,-0.1564564756165593,0.2755255144752201,-0.22784872262795897,0.14325805182832718,-0.38665088524255997
0.3470427137773456,-0.1358840217377397,-0.2001266743153446,0.22855838473363316,-0.1564564756165593,0.2755255144752201
0.13605831972745197,0.03647282383106243,0.2638213582088581,0.3470427137773456,-0.1358840217377397,-0.2001266743153446
0.35094014394212475,0.17380140948966666,0.022244659254373977,0.13605831972745197,0.03647282383106243,0.2638213582088581
0.09731248985955349,-0.22414271846553585,1.1512465795952378,0.35094014394212475,0.17380140948966666,0.022244659254373977
-0.08176399263001777,-0.03805330997459854,-0.29084208972906256,0.09731248985955349,-0.22414271846553585,1.1512465795952378
0.17346096411635237,-0.04695187389992031,0.06441430382318505,-0.08176399263001777,-0.03805330997459854,-0.29084208972906256
-0.19687311881503328,0.08034815686059418,-0.30900730912572427,0.17346096411635237,-0.04695187389992031,0.06441430382318505
0.25917992458819467,-0.001672168375970169,0.35125804394253557,-0.19687311881503328,0.08034815686059418,-0.30900730912572427
0.03743287221138486,-0.1049402663797162,0.1285514348673165,0.25917992458819467,-0.001672168375970169,0.35125804394253557
0.05005425602219993,0.2400233850457735,-0.3568564736465863,0.03743287221138486,-0.1049402663797162,0.1285514348673165
-0.25933128873172295,-0.10366646927594847,0.004274547231749776,0.05005425602219993,0.2400233850457735,-0.3568564736465863
0.4466460270764492,-0.056152394124912075,0.37185027822122774,-0.25933128873172295,-0.10366646927594847,0.004274547231749776
0.03466019028024964,-0.30594835750988386,0.3564220119150634,0.4466460270764492,-0.056152394124912075,0.37185027822122774
0.08003578232389548,-0.1371869237941984,-0.5916302981302389,0.03466019028024964,-0.30594835750988386,0.3564220119150634
0.01867787128630942,0.09921009264637823,-0.21727568716692816,0.08003578232389548,-0.1371869237941984,-0.5916302981302389
0.15222584000471057,0.06163228882495094,0.6063544780399355,0.01867787128630942,0.09921009264637823,-0.21727568716692816
0.12358167467018696,0.11525071371149222,-0.03170936369734698,0.15222584000471057,0.06163228882495094,0.6063544780399355
0.11060125438660928,0.10592043720172546,0.1026059586832683,0.12358167467018696,0.11525071371149222,-0.03170936369734698
0.12028761630564688,0.4013406403747186,0.3615251481563506,0.11060125438660928,0.10592043720172546,0.1026059586832683
0.4580886112493374,-0.14376784152396022,-0.23755589539463243,0.12028761630564688,0.4013406403747186,0.3615251481563506
0.006589051190302703,-0.3113168522742334,-0.36817741276000426,0.4580886112493374,-0.14376784152396022,-0.23755589539463243
0.05898809248346809,-0.2019575501533468,-0.2537267525532837,0.006589051190302703,-0.3113168522742334,-0.36817741276000426
-0.07980977954456853,-0.13526952134433604,0.27402650428652664,0.05898809248346809,-0.2019575501533468,-0.2537267525532837
0.29097083933971235,-0.18730390746910003,0.2472986857683624,-0.07980977954456853,-0.13526952134433604,0.27402650428652664
0.46130396943336405,0.018005293789436588,0.12951107372741713,0.29097083933971235,-0.18730390746910003,0.2472986857683624
0.009702102237124755,0.24080947544758075,-0.04322223317438491,0.46130396943336405,0.018005293789436588,0.12951107372741713
-0.30465652013126,0.29598294956193444,0.4561894279041032,0.009702102237124755,0.24080947544758075,-0.04322223317438491
-0.32732282060709883,0.09694790261443478,0.08164032172751204,-0.30465652013126,0.29598294956193444,0.4561894279041032
0.18672024125384679,0.41163662610227847,0.21724154027299858,-0.32732282060709883,0.09694790261443478,0.08164032172751204
0.05835903685292254,-0.06850889932630685,0.4676189309520702,0.18672024125384679,0.41163662610227847,0.21724154027299858
0.23763737530768542,-0.31383428302464433,0.4895996065002304,0.05835903685292254,-0.06850889932630685,0.4676189309520702
0.01696700484515984,0.20246219206579558,-0.17145055577331528,0.23763737530768542,-0.31383428302464433,0.4895996065002304
0.016816714495547128,-0.3534500596084572,-0.027311560287042035,0.01696700484515984,0.20246219206579558,-0.17145055577331528
0.25718069503075575,-0.1451412364659451,0.2319143229534657,0.016816714495547128,-0.3534500596084572,-0.027311560287042035
0.18368890172228766,0.0999860003804555,0.3525981814830327,0.25718069503075575,-0.1451412364659451,0.2319143229534657
0.2475559534780334,-0.019681741872180435,-0.13130837600346454,0.18368890172228766,0.0999860003804555,0.3525981814830327
0.12347270582112368,-0.03670862139154448,-0.36216138859514535,0.2475559534780334,-0.019681741872180435,-0.13130837600346454
0.2603392059852638,-0.22699422415200352,0.35525273533582813,0.12347270582112368,-0.03670862139154448,-0.36216138859514535
0.18123079028653194,-0.0020766435524120987,-0.62591826537382,0.2603392059852638,-0.22699422415200352,0.35525273533582813
0.13332159322040696,0.19294335284775618,-0.5374237858731735,0.18123079028653194,-0.0020766435524120987,-0.62591826537382
0.13413769385030738,0.003838617871121973,-0.0022965003643472745,0.13332159322040696,0.19294335284775618,-0.5374237858731735
-0.36244110552541253,-0.15960202422267963,-0.00560819573262944,0.13413769385030738,0.003838617871121973,-0.0022965003643472745
0.03884574885024977,-0.2398258937592532,-0.44426900949435866,-0.36244110552541253,-0.15960202422267963,-0.00560819573262944
