X1,X2,X3,X4,X5,Y1,X1:1,X2:1,X3:1,X4:1,X5:1,Y1:1
-0.45667470899864926,0.18792494921200179,0.8367376892940153,-0.16936962398932454,-0.03333319333136766,0.026309143962811962,-0.5240705700364858,-0.4628651675480723,-0.0368749174867874,-0.193548706449205,0.13066994391160516,0.18031447182154675
0.11302533929742807,0.42502494280641634,0.14342466584947902,-0.04512143787919387,0.3369028132856151,-0.1571205574495766,-0.45667470899864926,0.18792494921200179,0.8367376892940153,-0.16936962398932454,-0.03333319333136766,0.026309143962811962
-0.028885520518547522,-0.12121866278772137,0.23164907705711196,0.3168436662156461,-0.11405408784439328,0.004569199384734213,0.11302533929742807,0.42502494280641634,0.14342466584947902,-0.04512143787919387,0.3369028132856151,-0.1571205574495766
0.14712108562495946,0.14097325350594636,-0.33113924559295466,0.3049654001564075,-0.6156081515702994,0.16062936149464432,-0.028885520518547522,-0.12121866278772137,0.23164907705711196,0.3168436662156461,-0.11405408784439328,0.004569199384734213
0.07821298176729696,0.1639332138042161,-0.38302943862089356,-0.8392363107552923,0.09994100127990878,0.29062108955908383,0.14712108562495946,0.14097325350594636,-0.33113924559295466,0.3049654001564075,-0.6156081515702994,0.16062936149464432
0.1330349401841819,-0.297090956715481,0.24836866026846696,-0.1879472217012512,-0.3131637429601521,0.5172462485755622,0.07821298176729696,0.1639332138042161,-0.38302943862089356,-0.8392363107552923,0.09994100127990878,0.29062108955908383
0.269676856365896,-0.05274848255945647,-0.0881194311569433,0.15516879280465412,0.036550975780062146,-0.005467658614512594,0.1330349401841819,-0.297090956715481,0.24836866026846696,-0.1879472217012512,-0.3131637429601521,0.5172462485755622
0.10931233867243184,-0.05957266235066935,0.3662763551046599,-0.21184264028837768,-0.6636174514005257,0.1555568247765656,0.269676856365896,-0.05274848255945647,-0.0881194311569433,0.15516879280465412,0.036550975780062146,-0.005467658614512594
0.49153619431103507,0.3670297849068033,0.044670552980666044,0.7534809059046155,-0.07986383054350865,0.20301316126274846,0.10931233867243184,-0.05957266235066935,0.3662763551046599,-0.21184264028837768,-0.6636174514005257,0.1555568247765656
0.46755768978480966,-0.3051110910340275,1.1099077675245201,0.5626571705955732,0.2040351241099607,-0.09818199524091578,0.49153619431103507,0.3670297849068033,0.044670552980666044,0.7534809059046155,-0.07986383054350865,0.20301316126274846
-0.14461368899985394,0.057211339343414595,-0.1474066239535625,0.35774281553165665,0.1685494142822846,0.06515831795862964,0.46755768978480966,-0.3051110910340275,1.1099077675245201,0.5626571705955732,0.2040351241099607,-0.09818199524091578
0.23029354386613238,-0.1099110242683456,0.12144433312340817,-0.21050498812351143,-0.07280595688446806,0.03414520594341955,-0.14461368899985394,0.057211339343414595,-0.1474066239535625,0.35774281553165665,0.1685494142822846,0.06515831795862964
-0.24901019425124876,0.06286261686803715,-0.24784547938502616,-0.11490525711336125,-0.014904768658181284,0.28340643503882423,0.23029354386613238,-0.1099110242683456,0.12144433312340817,-0.21050498812351143,-0.07280595688446806,0.03414520594341955
0.30983304306319104,-0.02605047754124996,0.35331164817821187,-0.378992266150289,-0.1443640862109208,-0.011397699236660494,-0.24901019425124876,0.06286261686803715,-0.24784547938502616,-0.11490525711336125,-0.014904768658181284,0.28340643503882423
0.0012908796432411183,-0.06937732273684989,0.16868889384454117,-0.17960103551984433,-0.08661472185101436,0.4292319819797442,0.30983304306319104,-0.02605047754124996,0.35331164817821187,-0.378992266150289,-0.1443640862109208,-0.011397699236660494
-0.012519517366557285,0.2782781405679639,-0.26876934813893194,0.16835587741416536,0.18199140924142804,0.13039546162477392,0.0012908796432411183,-0.06937732273684989,0.16868889384454117,-0.17960103551984433,-0.08661472185101436,0.4292319819797442
-0.07210187938831447,-0.2208967179679597,-0.06781259570089965,0.4007716445746343,-0.2177391153651237,0.3897939529362199,-0.012519517366557285,0.2782781405679639,-0.26876934813893194,0.16835587741416536,0.18199140924142804,0.13039546162477392
0.52291877039198,-0.027082874448281814,0.459345951503715,0.37287217908097436,-0.1892865774559758,0.07418158546858877,-0.07210187938831447,-0.2208967179679597,-0.06781259570089965,0.4007716445746343,-0.2177391153651237,0.3897939529362199
0.15691022884208927,-0.27586251117073957,0.42185584709812785,0.3973908179278173,-0.4586412644031744,0.193836245882662,0.52291877039198,-0.027082874448281814,0.459345951503715,0.37287217908097436,-0.1892865774559758,0.07418158546858877
0.10419320014268867,0.013071437481061376,-0.41021066117011123,-0.6024405027268032,0.1877765208698868,-0.1768989320798903,0.15691022884208927,-0.27586251117073957,0.42185584709812785,0.3973908179278173,-0.4586412644031744,0.193836245882662
-0.2088319134449017,-0.07217694557024432,-0.114215723971401,-0.8433279270482894,-0.09287573303606114,0.03731799671991812,0.10419320014268867,0.013071437481061376,-0.41021066117011123,-0.6024405027268032,0.1877765208698868,-0.1768989320798903
0.036855850450870045,0.07720858302639028,0.5996500674721057,0.20093806133114223,-0.3667105573129505,0.4330925232539622,-0.2088319134449017,-0.07217694557024432,-0.114215723971401,-0.8433279270482894,-0.09287573303606114,0.03731799671991812
0.32599751250212466,0.30615644743259646,-0.020965567151708053,0.7210272605525931,0.23877910412234088,0.22368179285513007,0.036855850450870045,0.07720858302639028,0.5996500674721057,0.20093806133114223,-0.3667105573129505,0.4330925232539622
0.3562807025327551,-0.031508273766118436,0.08845353226270827,0.08987045014741216,-0.02933934244288105,0.07148022676876392,0.32599751250212466,0.30615644743259646,-0.020965567151708053,0.7210272605525931,0.23877910412234088,0.22368179285513007
0.21697824236053118,0.343492085048808,0.3517049758968364,-0.12040976668263825,-0.23135993932923768,0.09875328289463804,0.3562807025327551,-0.031508273766118436,0.08845353226270827,0.08987045014741216,-0.02933934244288105,0.07148022676876392
0.7694854731785739,-0.07172692845587872,-0.38454621508905884,0.5175917181523901,0.24335623046896743,0.28529569470886185,0.21697824236053118,0.343492085048808,0.3517049758968364,-0.12040976668263825,-0.23135993932923768,0.09875328289463804
0.006591278293298641,-0.6120124998514649,-0.2620617836162689,-0.0268168070009564,-0.11496720847921367,-0.03122619644132113,0.7694854731785739,-0.07172692845587872,-0.38454621508905884,0.5175917181523901,0.24335623046896743,0.28529569470886185
-0.16339255515332762,-0.25378684386404365,-0.06981440449750308,0.15103546646280008,-0.47151100107166444,-0.10143295298071885,0.006591278293298641,-0.6120124998514649,-0.2620617836162689,-0.0268168070009564,-0.11496720847921367,-0.03122619644132113
-0.05455364961804493,-0.032228592496072725,0.40716090474704114,-0.6741743922683668,0.2624887824091959,0.07023691070593409,-0.16339255515332762,-0.25378684386404365,-0.06981440449750308,0.15103546646280008,-0.47151100107166444,-0.10143295298071885
0.021292753347281035,-0.16514866687479918,0.3494683565129509,0.23493276853663853,-0.2597355173004673,0.31761082667921414,-0.05455364961804493,-0.032228592496072725,0.40716090474704114,-0.6741743922683668,0.2624887824091959,0.07023691070593409
0.4785246549361862,0.13198971307840665,0.2558414631356489,0.6461611167944614,0.8611271912870209,-0.03066630934546314,0.021292753347281035,-0.16514866687479918,0.3494683565129509,0.23493276853663853,-0.2597355173004673,0.31761082667921414
0.007561409515144793,-0.004589636162962263,-0.012221455972418397,0.21736019460635464,-0.1452312781901184,0.37054700907371063,0.4785246549361862,0.13198971307840665,0.2558414631356489,0.6461611167944614,0.8611271912870209,-0.03066630934546314
-0.07915151703983314,0.3062653491429896,0.38373728577656147,0.21529330941582972,-0.601039138356147,0.22086301024040605,0.007561409515144793,-0.004589636162962263,-0.012221455972418397,0.21736019460635464,-0.1452312781901184,0.37054700907371063
0.0926437155338398,0.3145082232333358,-0.016430087185698473,0.12920237972452003,0.4935901886373599,-0.0067961709904468676,-0.07915151703983314,0.3062653491429896,0.38373728577656147,0.21529330941582972,-0.601039138356147,0.22086301024040605
0.2260633471966242,0.2602812421954064,0.21158751467164913,-0.045369329178339815,-0.03216282127302372,-0.025348969760607548,0.0926437155338398,0.3145082232333358,-0.016430087185698473,0.12920237972452003,0.4935901886373599,-0.0067961709904468676
0.328647691592698,-0.07444978868373436,0.31584795690473166,0.46439452846547813,0.05850396935572028,0.31197457261983075,0.2260633471966242,0.2602812421954064,0.21158751467164913,-0.045369329178339815,-0.03216282127302372,-0.025348969760607548
0.30639914018235664,-0.3361063170688526,0.5607708408931351,-0.12088323073758964,0.09505659246380772,0.008786545205475824,0.328647691592698,-0.07444978868373436,0.31584795690473166,0.46439452846547813,0.05850396935572028,0.31197457261983075
-0.22797580704467518,0.23031053498073845,0.013630691171174224,-0.03098322002618345,-0.41087410879391695,0.02317244435362431,0.30639914018235664,-0.3361063170688526,0.5607708408931351,-0.12088323073758964,0.09505659246380772,0.008786545205475824
0.27366400460355117,-0.23378806547173997,-0.0819582088880371,-0.21006284567209335,-0.6449178539197316,0.13699474047993848,-0.22797580704467518,0.23031053498073845,0.013630691171174224,-0.03098322002618345,-0.41087410879391695,0.02317244435362431
0.1698624751047639,-0.08581657147655204,0.435390052930546,-0.10283302437992374,0.5515063962378511,0.26204435440783996,0.27366400460355117,-0.23378806547173997,-0.0819582088880371,-0.21006284567209335,-0.6449178539197316,0.13699474047993848
-0.03802378666009645,0.021495844418947307,0.45935150833550636,-0.3510738096641699,-0.46972832290420974,0.26168208877386673,0.1698624751047639,-0.08581657147655204,0.435390052930546,-0.10283302437992374,0.5515063962378511,0.26204435440783996
0.35524182566428897,0.17726949983912463,-0.13837305772789135,0.379547465774181,0.45983458391677584,0.16889680083889347,-0.03802378666009645,0.021495844418947307,0.45935150833550636,-0.3510738096641699,-0.46972832290420974,0.26168208877386673
0.1463127700314985,-0.25575327966972083,-0.3136616855155143,-0.1880953979512405,0.13708599140756056,-0.194348733050331,0.35524182566428897,0.17726949983912463,-0.13837305772789135,0.379547465774181,0.45983458391677584,0.16889680083889347
